,Unnamed: 0,uid,RAW_nprocs,RAW_run_time,exe,POSIX_RAW_agg_perf_by_slowest,POSIX_RAW_TOTAL_FILES,POSIX_RAW_OPENS,POSIX_RAW_FILENOS,POSIX_RAW_DUPS,POSIX_RAW_SEEKS,POSIX_RAW_STATS,POSIX_RAW_MODE,POSIX_RAW_MAX_BYTE_READ,POSIX_RAW_MAX_BYTE_WRITTEN,POSIX_RAW_MEM_ALIGNMENT,POSIX_RAW_FILE_ALIGNMENT,POSIX_RAW_MAX_READ_TIME_SIZE,POSIX_RAW_MAX_WRITE_TIME_SIZE,POSIX_RAW_ACCESS1_ACCESS,POSIX_RAW_ACCESS2_ACCESS,POSIX_RAW_ACCESS3_ACCESS,POSIX_RAW_ACCESS4_ACCESS,POSIX_RAW_TOTAL_ACCESSES,POSIX_RAW_TOTAL_BYTES,POSIX_BYTES_READ_PERC,POSIX_BYTES_WRITTEN_PERC,POSIX_UNIQUE_FILES_PERC,POSIX_SHARE_FILES_PERC,POSIX_READ_ONLY_FILES_PERC,POSIX_READ_WRITE_FILES_PERC,POSIX_WRITE_ONLY_FILES_PERC,POSIX_READS_PERC,POSIX_WRITES_PERC,POSIX_RW_SWITCHES_PERC,POSIX_SEQ_READS_PERC,POSIX_SEQ_WRITES_PERC,POSIX_CONSEC_READS_PERC,POSIX_CONSEC_WRITES_PERC,POSIX_FILE_NOT_ALIGNED_PERC,POSIX_MEM_NOT_ALIGNED_PERC,POSIX_SIZE_READ_0_100_PERC,POSIX_SIZE_READ_100_1K_PERC,POSIX_SIZE_READ_1K_10K_PERC,POSIX_SIZE_READ_10K_100K_PERC,POSIX_SIZE_READ_100K_1M_PERC,POSIX_SIZE_READ_1M_4M_PERC,POSIX_SIZE_READ_4M_10M_PERC,POSIX_SIZE_READ_10M_100M_PERC,POSIX_SIZE_READ_100M_1G_PERC,POSIX_SIZE_READ_1G_PLUS_PERC,POSIX_SIZE_WRITE_0_100_PERC,POSIX_SIZE_WRITE_100_1K_PERC,POSIX_SIZE_WRITE_1K_10K_PERC,POSIX_SIZE_WRITE_10K_100K_PERC,POSIX_SIZE_WRITE_100K_1M_PERC,POSIX_SIZE_WRITE_1M_4M_PERC,POSIX_SIZE_WRITE_4M_10M_PERC,POSIX_SIZE_WRITE_10M_100M_PERC,POSIX_SIZE_WRITE_100M_1G_PERC,POSIX_SIZE_WRITE_1G_PLUS_PERC,POSIX_ACCESS1_COUNT_PERC,POSIX_ACCESS2_COUNT_PERC,POSIX_ACCESS3_COUNT_PERC,POSIX_ACCESS4_COUNT_PERC,LOG10_nprocs,LOG10_run_time,POSIX_LOG10_agg_perf_by_slowest,POSIX_LOG10_TOTAL_FILES,POSIX_LOG10_OPENS,POSIX_LOG10_FILENOS,POSIX_LOG10_DUPS,POSIX_LOG10_SEEKS,POSIX_LOG10_STATS,POSIX_LOG10_MODE,POSIX_LOG10_MAX_BYTE_READ,POSIX_LOG10_MAX_BYTE_WRITTEN,POSIX_LOG10_MEM_ALIGNMENT,POSIX_LOG10_FILE_ALIGNMENT,POSIX_LOG10_MAX_READ_TIME_SIZE,POSIX_LOG10_MAX_WRITE_TIME_SIZE,POSIX_LOG10_ACCESS1_ACCESS,POSIX_LOG10_ACCESS2_ACCESS,POSIX_LOG10_ACCESS3_ACCESS,POSIX_LOG10_ACCESS4_ACCESS,POSIX_LOG10_TOTAL_ACCESSES,POSIX_LOG10_TOTAL_BYTES,short_name
41,1.6232492903979006,10803,64,920.1397609710692,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,260.9762775075726,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1064143119.0,136.0,17825792.0,156750.0,644857.0,671485.0,657796.0,635346.0,633691.0,56072.0,2161023983.0,0.5075707801619526,0.4924292198380475,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.3950813240119846,0.6049186759880154,3.5668426309031246e-05,0.3654051933228706,0.6047046654301612,0.3429162505350264,0.6046333285775431,0.9688079611927521,0.0,0.03541874732486803,0.0,0.328203024682551,0.0,0.03145955200456556,0.0,0.0,0.0,0.0,0.0,0.006759166785561421,0.013429162505350265,0.5573726637180768,0.00010700527892709374,0.02725067770009987,0.0,0.0,0.0,0.0,0.0,0.7139748894278785,0.17998287915537167,0.007276358967042374,0.006848337851333999,1.8129133566428555,2.9643255290172568,2.4182619668388194,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.027000041536349,2.1367205671564067,7.251048859021162,5.19521032011262,5.809464091990481,5.82703696237163,5.818091888474066,5.803010983598515,5.801878224439764,4.748753792206785,9.334659586902239,vasp
43,1.6434526764861874,10872,1,19.98117232322693,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,475.2219460906136,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3218297507443015,2.677809405446089,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
46,1.6720978579357175,10803,64,971.8310189247132,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,260.93983225094934,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1065455376.0,136.0,17825792.0,156750.0,157363.0,672535.0,658724.0,636386.0,634614.0,56074.0,2162336240.0,0.5072627506811799,0.49273724931882007,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.395067232585512,0.604932767414488,3.566715411777294e-05,0.36539216035952493,0.6047187644897813,0.34290401968826906,0.6046474301815458,0.9688090737240076,0.0,0.03541748403894853,0.0,0.32819131861468775,0.0,0.03145842993187573,0.0,0.0,0.0,0.0,0.0,0.006776759282376859,0.013428683525341514,0.5573706173984377,0.00010700146235331883,0.027249705745978528,0.0,0.0,0.0,0.0,0.0,0.7139672575525199,0.17997645967828227,0.007293933017084567,0.006848093590612405,1.8129133566428555,2.9880374097216973,2.418201545051538,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.027535265473512,2.1367205671564067,7.251048859021162,5.19521032011262,5.196905386285002,5.827715536530046,5.818704146143829,5.803721299375031,5.802510333034232,4.748769282255005,9.33492322720135,vasp
47,1.6812412373755872,10872,1,19.25000238418579,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,485.524609375,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3064250786834612,2.687104812632034,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
50,1.7075701760979363,10872,1,26.97938561439514,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 32 -t 4 -e ,505.7753814852492,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.4468381738010032,2.7048155092406083,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
51,1.7160033436347992,10803,32,2431.8430802822118,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,247.85715029643168,18,1031.0,0.0,0.0,137.0,2372.0,5694.0,711235223.0,787548353.0,144.0,18874368.0,142877.0,112787.0,127942.0,162639.0,81699.0,16779.0,28582.0,1549255284.0,0.4916540894625085,0.5083459105374916,0.6111111111111112,0.3888888888888889,0.2777777777777778,0.05555555555555555,0.5555555555555556,0.45273248897907775,0.5472675110209223,3.4987054789727804e-05,0.41914491638093904,0.5467427051990763,0.41603106850465327,0.5461829123224407,0.965817647470436,0.0,0.07389265971590511,0.0,0.18585123504303408,3.4987054789727804e-05,0.19295360716534882,0.0,0.0,0.0,0.0,0.0,0.0002099223287383668,0.0004198446574767336,0.22636624448953888,0.3202714995451683,0.0,0.0,0.0,0.0,0.0,0.0,0.7168847526415226,0.20960744524525926,0.0012945210272199287,0.001049611643691834,1.5185139398778875,3.3861140976010504,2.3959501236401053,1.2787536009528289,3.0136796972911926,0.0,0.0,2.1398790864012365,3.375297738217339,3.7554937284151193,8.852013256975116,8.896277228151401,2.161368002234975,7.275872441392679,5.154965362351841,5.052262895648992,5.1070165298126105,5.211227365629982,4.912222056532415,4.224791956492681,4.456107809306933,9.190122986340143,vasp
52,1.7242758696007892,10872,1,0.0100491046905517,python test.py --model_name bert-large-uncased --train_file ./test_hdf5_128 --cache_dir ./bert-large/ --output_dir ./output --remove_unused_columns false --per_device_train_batch_size 2 --gradient_accumulation_steps 1 --overwrite_output_dir --max_steps 10 --num_train_epochs 1 --max_seq_length 128 --do_train true ,1.5,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,161.0,16.0,1048575.0,0.0,21.0,1.0,20.0,16.0,27.0,11.0,162.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.9090909090909091,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.3010299956639812,0.004342488018031087,0.3979400086720376,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,0.0,2.2095150145426308,1.2304489213782739,6.020599913279624,0.0,1.3424226808222062,0.3010299956639812,1.3222192947339193,1.2304489213782739,1.4471580313422192,1.0791812460476249,2.2121876044039577,python test.py --model_name bert-large-uncased --train_file ./test_hdf5_128 --cache_dir ./bert-large/ --output_dir ./output --remove_unused_columns false --per_device_train_batch_size 2 --gradient_accumulation_steps 1 --overwrite_output_dir --max_steps 10 --num_train_epochs 1 --max_seq_length 128 --do_train true 
53,1.7323937598229686,10872,1,21.3447265625,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,515.8285834031852,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3491750444685644,2.713346524474259,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
54,1.7403626894942439,10803,64,834.3201942443848,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,261.6450972706253,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1063630829.0,136.0,17825792.0,156750.0,645420.0,671064.0,657252.0,635399.0,633683.0,55695.0,2160511693.0,0.5076911328709018,0.4923088671290982,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39775563336026576,0.6022443666397342,3.590986623574827e-05,0.3678786246521232,0.6020289074423197,0.3452374539904839,0.6019570877098482,0.9685968219768382,0.0,0.035658497172098035,0.0,0.3304246341682377,0.0,0.03167250201992997,0.0,0.0,0.0,0.0,0.0,7.181973247149654e-05,0.020253164556962026,0.5543765149474819,0.00010772959870724482,0.02743513780411168,0.0,0.0,0.0,0.0,0.0,0.7187898375078553,0.18120118502558577,0.007343567645210522,0.006912649250381543,1.8129133566428555,2.9218529807987577,2.4193692983499155,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.026790917137177,2.1367205671564067,7.251048859021162,5.19521032011262,5.809843091894888,5.826764588386769,5.817732577099393,5.803047210491129,5.801872741685072,4.7458240059402135,9.33455662131882,vasp
55,1.7481880270062005,10803,64,885.6234693527222,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,266.20102413264203,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1061979361.0,136.0,17825792.0,156750.0,644506.0,670518.0,656452.0,634530.0,632886.0,55698.0,2158860225.0,0.5080795024606097,0.49192049753939027,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39773420948687566,0.6022657905131243,3.590793206219254e-05,0.36785881001113147,0.6020503429207512,0.3452188588459191,0.6019785270566268,0.9685985134116126,0.0,0.03565657653775719,0.0,0.3304068368702646,0.0,0.03167079607885382,0.0,0.0,0.0,0.0,0.0,7.181586412438507e-05,0.02025207368307659,0.5544005170742217,0.00010772379618657762,0.027433660095515098,0.0,0.0,0.0,0.0,0.0,0.718751122122877,0.18120937915185464,0.007343172106718374,0.0068943229559409675,1.8129133566428555,2.9477392231007826,2.4268381183779946,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.0261160769558,2.1367205671564067,7.251048859021162,5.19521032011262,5.809227638593788,5.826411088642868,5.817203637399841,5.802452844397727,5.801326175013701,4.745847398075337,9.334224525130914,vasp
56,1.7558748556724915,10872,1,19.376502990722656,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,154.9498929875362,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3091296525778164,2.192985081081374,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
57,1.7634279935629373,10872,1,20.34317302703857,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,591.3847983823005,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3292589851772516,2.7726039052452016,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
58,1.7708520116421442,10872,1,50.40696382522583,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 32 -t 4 -e ,164.31807515616222,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.71102195452082,2.2183203400289555,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
